alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1716612340.5874,transparent,655.39314748777,1710634255.3029,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1716433541,1716619742.0287,3128,http,http://195.154.172.161:3128,false,102.15902328491,19888,22295,47.146954934452,195.154.172.161
true,1716501895.5053,elite,267.93047054501,1714930842.4256,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716140545,1716619741.9831,4444,http,http://185.128.107.113:4444,false,234.67373847961,35767,29,99.918985361493,185.128.107.113
true,1716567255.7891,elite,261.07425652578,1714932421.1993,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",true,Moscow,success,Europe/Moscow,102483,1716142062,1716619741.9423,4444,http,http://185.128.106.173:4444,false,238.38353157043,35743,13,99.9636424656,185.128.106.173
true,1716619741.0647,elite,943.40908069298,1696996443.149,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Family Guy Online",true,California,success,America/Los_Angeles,90035,1716585128,1716619741.0647,48606,socks4,socks4://68.71.249.153:48606,true,966.89486503601,78346,19798,79.827600260841,68.71.249.153
true,1716615020.4761,elite,680.30275045667,1710551294.2357,"AS20485 Joint Stock Company TransTeleCom",TRANSTELECOM,Saratov,Europe,EU,Russia,RU,,false,TRANS-TELECOM,51.5654,46.012,false,,true,"Saratov Oblast",success,Europe/Saratov,410000,1716157070,1716619740.9765,80,http,http://62.33.207.202:80,false,154.75535392761,26009,60136,30.192117940681,62.33.207.202
true,1716500098.7255,elite,265.9365646681,1714933752.0511,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",true,Moscow,success,Europe/Moscow,102483,1716143387,1716619740.8271,4444,http,http://185.128.106.208:4444,false,234.58695411682,35710,14,99.960810659501,185.128.106.208
true,1716411733.3423,elite,264.97961025573,1714933176.8268,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,102483,1716142812,1716619740.6815,4444,http,http://185.217.198.129:4444,false,234.86185073853,35696,22,99.938406405734,185.217.198.129
true,1716571071.7298,elite,393.58844417428,1716431382.4197,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,"Hetzner Online GmbH",false,Uusimaa,success,Europe/Helsinki,00191,1716431383,1716619740.5131,80,http,http://65.109.189.49:80,false,175.59456825256,3968,36,99.100899100899,65.109.189.49
true,1716411925.0238,elite,262.19281413006,1714931434.733,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",true,Moscow,success,Europe/Moscow,102483,1716141104,1716619740.3691,4444,http,http://185.128.106.102:4444,false,232.50842094421,35737,35,99.90215811249,185.128.106.102
true,1716411840.1386,elite,287.33122404699,1714930991.5492,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,102483,1716140653,1716619740.3088,4444,http,http://185.217.199.176:4444,false,235.61525344849,35633,140,99.608643390266,185.217.199.176
true,1716619740.2131,elite,3960.3553090153,1697008240.104,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,Newass2011xDSLHN,21.0292,105.8526,false,,true,Hanoi,success,Asia/Bangkok,,1716589836,1716619740.2131,4153,socks4,socks4://27.72.73.143:4153,true,2165.8368110657,8088,91639,8.1101406840675,27.72.73.143
true,1716618047.3115,elite,350.58343379928,1714932500.2109,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716142161,1716619740.053,4444,http,http://185.128.107.41:4444,false,234.26723480225,35522,211,99.409509417065,185.128.107.41
true,1716619699.1807,elite,902.36469785843,1710540154.6307,"AS4766 Korea Telecom",KIXS-AS-KR,Bucheon-si,Asia,AS,"South Korea",KR,,false,"Korea Telecom",37.4759,126.787,false,"Korea Telecom",true,Gyeonggi-do,success,Asia/Seoul,147,1716157122,1716619739.9033,8197,http,http://211.222.252.187:8197,false,849.98559951782,16235,74362,17.920019426692,211.222.252.187
true,1716619512.0717,elite,3304.3592203407,1710634322.1415,"AS4809 China Telecom Next Generation Carrier Network",CHINATELECOM-CORE-WAN-CN2,Seoul,Asia,AS,"South Korea",KR,"Jeodong 2(i",false,"Dancom LDI",37.5641,126.99,false,,true,Seoul,success,Asia/Seoul,04625,1716147329,1716619739.2956,80,http,http://203.89.8.107:80,false,1237.7815246582,51068,41532,55.149028077754,203.89.8.107
true,1716619738.9693,elite,2178.8199994932,1697044597.7514,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Palora,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-1.70131,-77.9652,false,,true,"Morona-Santiago Province",success,America/Guayaquil,,1716591671,1716619738.9693,32213,socks4,socks4://177.234.192.47:32213,true,915.70162773132,7332,92551,7.3405884885316,177.234.192.47
true,1716619275.1869,elite,1372.684111358,1710817458.1655,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5665,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,03153,1716339137,1716619738.7365,3128,http,http://8.213.151.128:3128,false,845.76439857483,43494,7131,85.914074074074,8.213.151.128
true,1716599379.9467,elite,2636.1341972028,1716265181.8954,"AS133774 Fuzhou",CHINATELECOM-FUJIAN-FUZHOU-IDC1,Gaosha,Asia,AS,China,CN,,false,Fuzhou,26.4837,117.925,false,"Chinanet FJ",true,Fujian,success,Asia/Shanghai,,1716265188,1716619738.6433,8080,http,http://125.77.25.177:8080,false,1903.0575752258,7217,232,96.885487984964,125.77.25.177
true,1716408523.9572,elite,263.63272968338,1714934125.4805,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716143845,1716619738.4825,4444,http,http://45.9.75.201:4444,false,234.0931892395,35705,32,99.91045694938,45.9.75.201
true,1716619738.3944,elite,6138.1153810232,1710702858.3441,"AS37649 SAGA AFRICA HOLDINGS LIMITED",Tigo,London,Europe,EU,"United Kingdom",GB,,false,"Tigo Public IP",51.5074,-0.127758,false,,true,England,success,Europe/London,W1B,1716144619,1716619738.3944,80,http,http://154.65.39.8:80,false,805.01675605774,22556,69211,24.579641919208,154.65.39.8
true,1716619738.3896,elite,4559.8252246169,1711267338.7004,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Zhenjiang,Asia,AS,China,CN,,false,Chinanet,32.2147,119.4544,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,,1716529477,1716619738.3896,10800,socks4,socks4://221.230.77.10:10800,true,3548.3977794647,4412,39771,9.9857411221511,221.230.77.10
true,1716619738.2226,elite,905.14368387026,1715355854.9691,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,"Cedar Knolls","North America",NA,"United States",US,,true,"Akamai Technologies, Inc.",40.8229,-74.4592,false,Linode,false,"New Jersey",success,America/New_York,07927,1716583690,1716619738.2226,8080,http,http://97.107.142.202:8080,false,3374.2341995239,536,24629,2.1299423802901,97.107.142.202
true,1716619738.1993,elite,182.47230149195,1710576653.2085,"AS61098 Akenes SA",exoscale,Vienna,Europe,EU,Austria,AT,,true,"Akenes SA",48.2049,16.3662,false,CH-EXOSCALE,true,Vienna,success,Europe/Vienna,1010,1716193909,1716619738.1993,3128,http,http://194.182.187.78:3128,false,60.124635696411,13012,43063,23.204636647347,194.182.187.78
true,1716618908.2009,elite,2446.917865805,1716212044.7458,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Shenzhen Tencent Computer Systems Company Limited",1.352,103.8198,false,"Tencent Cloud Computing",false,"North West",success,Asia/Singapore,858877,1716214661,1716619738.1491,3128,http,http://43.134.68.153:3128,false,460.34526824951,3573,4963,41.8580131209,43.134.68.153
true,1716411920.4946,elite,286.5613564639,1714934249.6422,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716143882,1716619738.0588,4444,http,http://45.9.75.45:4444,false,276.46279335022,35671,44,99.876802463951,45.9.75.45
true,1716615478.677,elite,406.66430935812,1710545632.486,"AS138492 Chittagong Focus Online",CFO-AS-AP,Chittagong,Asia,AS,Bangladesh,BD,,false,"Chittagong Focus Online",22.3919,91.8335,false,CFO,true,Chittagong,success,Asia/Dhaka,4211,1716595680,1716619737.8835,80,http,http://103.127.1.130:80,false,646.35753631592,84136,89051,48.58101358647,103.127.1.130
true,1716619737.807,elite,1263.1149134832,1710671124.4321,"AS9829 National Internet Backbone",BSNL-NIB,Lucknow,Asia,AS,India,IN,,false,"Bharat Sanchar Nigam Ltd",26.8756,80.9115,false,"Addl. Director General of Police",true,"Uttar Pradesh",success,Asia/Kolkata,226004,1716459741,1716619737.807,8080,socks4,socks4://117.250.3.58:8080,true,959.38348770142,17990,22564,44.36060561227,117.250.3.58
true,1716619737.8054,elite,11285.089720246,1710604172.6441,"AS35830 BTT Group Finance Ltd",BTTGROUP-AS,"Abu Dhabi",Asia,AS,"United Arab Emirates",AE,,false,"BTT Group Finance Ltd",24.4539,54.3773,false,"Quality Network Middle East FZE",true,"Abu Dhabi",success,Asia/Dubai,,1716391913,1716619737.8054,1085,socks4,socks4://89.47.55.126:1085,true,862.86807060242,326,22101,1.4536050296518,89.47.55.126
true,1716618528.6234,elite,1003.7154085221,1710588341.9432,"AS20485 Joint Stock Company TransTeleCom",TRANSTELECOM,Saratov,Europe,EU,Russia,RU,,false,TRANS-TELECOM,51.5654,46.012,false,,true,"Saratov Oblast",success,Europe/Saratov,410000,1716295238,1716619737.7561,3128,http,http://62.33.207.201:3128,false,154.65450286865,12466,42433,22.707153135758,62.33.207.201
true,1716497873.6704,elite,289.90162324205,1714930534.4938,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,102483,1716140147,1716619737.6653,4444,http,http://84.252.75.63:4444,false,273.85973930359,35757,31,99.913378786185,84.252.75.63
true,1716381797.9861,elite,289.79037636059,1715355320.5891,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",false,Moscow,success,Europe/Moscow,102483,1716565094,1716619737.623,4444,http,http://185.128.106.198:4444,false,277.40931510925,27264,10,99.963335044365,185.128.106.198
true,1716619737.4576,elite,4446.1573215825,1710597681.2835,"AS63991 Arrownet Pvt.Ltd",ARROWNETPVTLTD-NP,Kathmandu,Asia,AS,Nepal,NP,Tripureshwor,false,"Arrownet Pvt.Ltd",27.6945,85.3105,false,,true,"Bagmati Province",success,Asia/Kathmandu,,1716384314,1716619737.4576,5678,socks4,socks4://103.127.63.57:5678,true,1046.1850166321,3597,40246,8.2042743425404,103.127.63.57
true,1716619737.2033,transparent,5806.2276638519,1710897698.0158,"AS12479 Orange Espagne SA",UNI2-AS,"Pineda de Mar",Europe,EU,Spain,ES,,false,Uni2,41.6264,2.6894,false,,true,Catalonia,success,Europe/Madrid,08397,1716344327,1716619737.2033,3128,http,http://90.161.186.147:3128,false,2022.4671363831,9122,78466,10.414668676074,90.161.186.147
true,1716411091.9043,elite,262.00704099739,1714933118.6998,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",true,Moscow,success,Europe/Moscow,102483,1716142818,1716619737.195,4444,http,http://185.128.106.55:4444,false,233.19625854492,35728,22,99.938461538462,185.128.106.55
true,1716619652.5144,transparent,6790.4518411626,1715198091.5739,"AS37284 Aljeel Aljadeed For Technology",Aljeel-net,Benghazi,Africa,AF,Libya,LY,,false,"Taqnyat Aljeel Company Communication and Information",32.1149,20.0686,false,"Taqnyat Aljeel Company Communication and Information Technology LTD",true,"Sha'biyat Banghazi",success,Africa/Tripoli,,1716408054,1716619737.1452,1976,http,http://102.214.164.241:1976,false,393.38970184326,3191,27265,10.477410034148,102.214.164.241
true,1716619737.1417,elite,6227.1548173837,1705960335.9595,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1716589915,1716619737.1417,50578,socks4,socks4://192.169.226.96:50578,true,4159.7237586975,12077,60223,16.704011065007,192.169.226.96
true,1716619736.9686,elite,4888.7282021438,1715365178.4865,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1716588988,1716619736.9686,31527,socks4,socks4://72.10.164.178:31527,true,4479.163646698,237,15859,1.4724155069583,72.10.164.178
true,1716619736.9368,elite,4799.0543205428,1710986797.8565,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Muping,Asia,AS,China,CN,,false,Chinanet,30.2638,102.805,false,"Chinanet SC",true,Sichuan,success,Asia/Shanghai,,1716434990,1716619736.9368,10800,socks4,socks4://220.167.89.10:10800,true,5237.2055053711,5037,52539,8.748436848687,220.167.89.10
true,1716619736.9162,elite,4191.3821697235,1716552517.6653,"AS174 Cogent Communications",COGENT-174,Vélizy-Villacoublay,Europe,EU,France,FR,,false,"Cogent Communications",48.7855,2.1971,false,"Webshare Software, Company",true,Île-de-France,success,Europe/Paris,78140,1716619741,1716619736.9162,10738,socks5,socks5://154.13.90.91:10738,true,4191.3821697235,1,521,0.19157088122605,154.13.90.91
true,1716619736.1675,elite,214.08310627252,1710545192.9519,"AS213230 Hetzner Online GmbH",HETZNER-CLOUD2-AS,Ashburn,"North America",NA,"United States",US,,false,"Hetzner Online GmbH",39.0438,-77.4874,false,"Hetzner Online GmbH",true,Virginia,success,America/New_York,20149,1716149122,1716619736.1675,80,http,http://5.161.103.113:80,false,203.61399650574,34388,59029,36.811287024846,5.161.103.113
true,1716619736.1646,elite,5312.1081928575,1710574298.4177,"AS58424 # 3BEo, Sangkat Beoun Prolit, Khan 7Makara, Phnom Penh.",XINWEITELECOM-KH,"Phnom Penh",Asia,AS,Cambodia,KH,,false,XINWEITELECOM,11.5583,104.9121,false,"Xinwei(Cambodia)Telecom Co",true,"Phnom Penh",success,Asia/Phnom_Penh,,1716274769,1716619736.1646,8085,http,http://43.255.113.232:8085,false,4174.8332977295,12801,21681,37.123716721768,43.255.113.232
true,1716616875.0878,anonymous,1325.8340078043,1716263596.3256,"AS17762 Tata Teleservices Maharashtra Ltd",HTIL-TTML-IN-AP,Mumbai,Asia,AS,India,IN,,false,TTML,19.0748,72.8856,false,,false,Maharashtra,success,Asia/Kolkata,400070,1716263600,1716619736.1541,80,http,http://114.143.0.177:80,false,333.18734169006,6355,1146,84.722037061725,114.143.0.177
true,1716619735.9518,elite,995.59246340551,1696987073.8833,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"CreeperHost LTD",true,Georgia,success,America/New_York,30303,1716582984,1716619735.9518,4145,socks4,socks4://192.111.138.29:4145,true,726.43494606018,81246,21237,79.277538713738,192.111.138.29
true,1716619735.9134,elite,4292.8944971204,1710540262.7086,"AS264402 MS NUNES INFORMAÇÃO TECNOLOGICA LTDA","MS NUNES INFORMAÇÃO TECNOLOGICA LTDA","Rio de Janeiro","South America",SA,Brazil,BR,,false,"MS NUNES INFORMAÇÃO TECNOLOGICA LTDA",-22.9072,-43.1883,false,"MS NUNES INFORMAÇÃO TECNOLOGICA LTDA",false,"Rio de Janeiro",success,America/Sao_Paulo,,1716531429,1716619735.9134,35944,socks4,socks4://131.161.68.38:35944,true,1938.9085769653,2919,36434,7.4174777018271,131.161.68.38
true,1716615069.851,elite,2238.5225501153,1710558480.6762,"AS11721 StylenTech LLC",STYLENTECH-LLC,Jacksonville,"North America",NA,"United States",US,,false,"Nexeon Technologies",30.3298,-81.6492,false,"StylenHost LTD",true,Florida,success,America/New_York,32202,1716156720,1716619735.8956,80,http,http://172.93.213.177:80,false,339.0691280365,30210,62549,32.568268308197,172.93.213.177
true,1716534957.2859,elite,295.86151650793,1714934195.4311,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,102483,1716143810,1716619735.7175,4444,http,http://185.217.199.249:4444,false,335.54553985596,35658,49,99.862772005489,185.217.199.249
true,1716619289.2029,elite,2547.96471815,1715333727.4334,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1716567410,1716619735.5528,28681,http,http://72.10.160.172:28681,false,1486.8266582489,87,16016,0.5402719990064,72.10.160.172
true,1716618953.4762,elite,1829.3526960947,1710540258.9641,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Shenzhen,Asia,AS,China,CN,,false,"China Mobile communications corporation",22.5431,114.058,true,"China Mobile",true,Guangdong,success,Asia/Shanghai,518000,1716150374,1716619735.5208,9002,http,http://120.197.40.219:9002,false,766.59083366394,42492,50224,45.830277406273,120.197.40.219
true,1716411259.146,elite,265.15668302252,1714930694.9045,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716140316,1716619735.5008,4444,http,http://185.128.107.129:4444,false,277.88138389587,35768,18,99.949701000391,185.128.107.129
true,1716619308.2056,elite,3297.6240730709,1715630173.0711,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,Meppel,Europe,EU,"The Netherlands",NL,,false,"Stark Industries Solutions LTD",52.6958,6.1956,false,"Stark Industries Solutions LTD",true,Drenthe,success,Europe/Amsterdam,7941,1716235017,1716619735.2393,8888,http,http://85.209.153.173:8888,false,54.369926452637,13086,7740,62.834917891098,85.209.153.173
true,1716618500.1898,transparent,4423.9536642825,1715252971.2574,"AS136160 Beijing Shijihulian Yuntong Network Technology Co., Ltd.",BSYNTCL-AS-AP,Beiyuan,Asia,AS,China,CN,Tongzhou,false,"Beijing Shijihulian Yuntong Network Technology Co., Ltd.",39.848,116.817,false,"Beijing Shijihulian Yuntong Network Technology Co., Ltd",false,Beijing,success,Asia/Shanghai,,1716463843,1716619735.201,3128,http,http://103.82.52.214:3128,false,3163.1765365601,6456,22168,22.554499720514,103.82.52.214
true,1716619381.123,elite,306.63518494107,1716217022.2686,"AS32244 Liquid Web, L.L.C",LIQUIDWEB,Lansing,"North America",NA,"United States",US,,true,"LIQUIDWEB, Liquid Web Inc",42.6898,-84.6427,false,SOURCEDNS,false,Michigan,success,America/Detroit,48917,1716217023,1716619735.1647,3128,http,http://67.227.240.20:3128,false,295.60422897339,7439,1017,87.973036896878,67.227.240.20
true,1716619332.4394,elite,251.30164944716,1714035680.3121,"AS16276 OVH SAS",OVH,London,Europe,EU,"United Kingdom",GB,,true,"OVH SAS",51.5074,-0.1196,false,"Keramat Dahr Mahdi",true,England,success,Europe/London,EC1N,1716454979,1716619735.1376,80,http,http://51.89.73.162:80,false,1491.2831783295,47583,629,98.695345557123,51.89.73.162
true,1716619735.0113,elite,7005.9518257197,1713745632.058,"AS51167 Contabo GmbH",CONTABO,Düsseldorf,Europe,EU,Germany,DE,,true,"Contabo GmbH",51.2184,6.7734,false,"Contabo GmbH",true,"North Rhine-Westphalia",success,Europe/Berlin,40213,1716421702,1716619735.0113,60213,socks4,socks4://38.242.216.90:60213,true,3433.6493015289,824,22187,3.5808960931728,38.242.216.90
true,1716619735.0094,elite,11742.955944755,1716004671.6111,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5665,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,03153,1716065291,1716619735.0094,2080,socks4,socks4://8.213.128.6:2080,true,3462.3472690582,77,6664,1.1422637590862,8.213.128.6
true,1716619734.6926,elite,474.24724286721,1713382906.2703,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1716408101,1716619734.6926,8899,http,http://68.178.203.69:8899,false,440.6533241272,19197,29827,39.158371409922,68.178.203.69
true,1716411929.0826,elite,259.7261320319,1715328298.5046,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"MediaServicePlus LLC",false,Moscow,success,Europe/Moscow,102483,1716537955,1716619734.687,4444,http,http://185.128.106.74:4444,false,230.28659820557,27820,23,99.917393958984,185.128.106.74
true,1716619604.2341,elite,2422.2149217586,1711294766.2631,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1716326057,1716619734.6327,15117,http,http://72.10.160.90:15117,false,2279.6583175659,288,27663,1.0303745840936,72.10.160.90
true,1716538011.5683,elite,290.49706238839,1714934142.0862,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716143780,1716619734.6129,4444,http,http://45.9.75.226:4444,false,291.00346565247,35648,68,99.809609138761,45.9.75.226
true,1716500035.2508,elite,263.65670566305,1714934004.3583,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,102483,1716143638,1716619734.6022,4444,http,http://185.105.90.94:4444,false,231.86230659485,35680,39,99.890814412498,185.105.90.94
true,1716619479.5935,elite,3262.0986717916,1715632073.7546,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,Meppel,Europe,EU,"The Netherlands",NL,,false,"Stark Industries Solutions LTD",52.6958,6.1956,false,"Stark Industries Solutions LTD",true,Drenthe,success,Europe/Amsterdam,7941,1716242478,1716619734.4733,8888,http,http://85.209.153.175:8888,false,110.94570159912,13045,7627,63.104682662539,85.209.153.175
true,1716619734.4321,elite,933.21366638768,1711380641.2796,"AS18049 Taiwan Infrastructure Network Technologie",TINP-TW,Taichung,Asia,AS,Taiwan,TW,,false,TINP,24.144,120.6844,false,"Digital United Inc.",true,"Taichung City",success,Asia/Taipei,,1716220647,1716619734.4321,8193,http,http://123.205.24.244:8193,false,541.24999046326,18460,59304,23.738490818374,123.205.24.244
true,1716619734.4138,elite,6141.4346766335,1710171266.8972,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Tempe,"North America",NA,"United States",US,"South Tempe",false,"GoDaddy.com, LLC",33.3359,-111.894,false,"GoDaddy.com, LLC",true,Arizona,success,America/Phoenix,85284,1716509024,1716619734.4138,14920,socks4,socks4://50.63.13.3:14920,true,3278.4802913666,5046,39437,11.343659375492,50.63.13.3
true,1716619734.3872,elite,3423.1659596049,1710551345.1653,"AS60754 Dianet Ltd.",DIANET-NET,Zaporizhzhya,Europe,EU,Ukraine,UA,,false,"Dianet Ltd.",47.8545,35.1253,false,"Dianet Ltd",false,Zaporizhzhia,success,Europe/Kyiv,,1716604619,1716619734.3872,5678,socks4,socks4://146.120.160.148:5678,true,3242.9502010345,6210,55398,10.079859758473,146.120.160.148
true,1716619734.3288,elite,4709.4970973812,1711266043.4268,"AS9829 National Internet Backbone",BSNL-NIB,Chennai,Asia,AS,India,IN,,false,"BSNL Internet",12.8996,80.2209,false,NIB,true,"Tamil Nadu",success,Asia/Kolkata,600004,1716450869,1716619734.3288,1088,socks4,socks4://117.202.20.66:1088,true,3766.3488388062,2587,41119,5.9190957763236,117.202.20.66
true,1716619734.3203,elite,2962.6163807369,1710563411.5636,"AS5483 Magyar Telekom plc.",MAGYAR-TELEKOM-MAIN-AS,Debrecen,Europe,EU,Hungary,HU,,false,"Magyar Telekom plc.",47.5374,21.6514,false,"Portal LLC",true,Hajdú-Bihar,success,Europe/Budapest,4031,1716179137,1716619734.3203,4145,socks4,socks4://91.147.235.99:4145,true,1217.8599834442,2987,30162,9.0108298892878,91.147.235.99
true,1716408573.8315,elite,288.4452898482,1714933503.0658,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"Firstbyte Hosting",true,Moscow,success,Europe/Moscow,102483,1716143189,1716619734.2787,4444,http,http://45.9.75.83:4444,false,333.78195762634,35713,11,99.969208375322,45.9.75.83
true,1716619651.6736,transparent,5771.8300535332,1711246561.4518,"AS141834 Neolog Online Services Private Limited",NEOLOG-AS,Hyderabad,Asia,AS,India,IN,,false,"Neolog Broadband Services",17.3724,78.4378,false,"Neolog Broadband Services",true,Telangana,success,Asia/Kolkata,500001,1716098645,1716619734.2676,84,http,http://103.187.111.81:84,false,1235.892534256,8759,70790,11.01082351758,103.187.111.81
